row,zone_name,hour,parkings_booked
2284,48-1,4,1
2285,48-1,5,1
2286,48-1,6,1
2287,48-1,7,3
2288,48-1,8,4
2289,48-1,9,4
2290,48-1,10,4
2291,48-1,11,4
2292,48-1,12,5
2293,48-1,13,6
2294,48-1,14,5
2295,48-1,15,4
2296,48-1,16,4
2297,48-1,17,3
2298,48-1,18,3
2299,48-1,19,6
2300,48-1,20,8
2301,48-1,21,8
2302,48-1,22,5
2303,48-1,23,1
2304,48-2,0,5
2305,48-2,1,6
2306,48-2,2,6
2307,48-2,3,6
2308,48-2,4,6
2309,48-2,5,6
2310,48-2,6,7
2311,48-2,7,9
2312,48-2,8,6
2313,48-2,9,10
2314,48-2,10,13
2315,48-2,11,14
2316,48-2,12,16
2317,48-2,13,14
2318,48-2,14,11
2319,48-2,15,11
2320,48-2,16,12
2321,48-2,17,15
2322,48-2,18,16
2323,48-2,19,17
2324,48-2,20,20
2325,48-2,21,26
2326,48-2,22,20
2327,48-2,23,6
2328,49-1,0,3
2329,49-1,1,2
2330,49-1,2,1
2331,49-1,3,0
2332,49-1,4,0
2333,49-1,5,0
2334,49-1,6,0
2335,49-1,7,2
2336,49-1,8,6
2337,49-1,9,8
2338,49-1,10,9
2339,49-1,11,9
2340,49-1,12,4
2341,49-1,13,1
2342,49-1,14,2
2343,49-1,15,4
2344,49-1,16,4
2345,49-1,17,2
2346,49-1,18,2
2347,49-1,19,5
2348,49-1,20,5
2349,49-1,21,6
2350,49-1,22,7
2351,49-1,23,5
2352,5-1,0,0
2353,5-1,1,1
2354,5-1,2,1
2355,5-1,3,1
2356,5-1,4,1
2357,5-1,5,1
2358,5-1,6,1
2359,5-1,7,2
2360,5-1,8,3
2361,5-1,9,3
2362,5-1,10,3
2363,5-1,11,3
2364,5-1,12,4
2365,5-1,13,3
2366,5-1,14,4
2367,5-1,15,5
2368,5-1,16,6
2369,5-1,17,6
2370,5-1,18,6
2371,5-1,19,3
2372,5-1,20,3
2373,5-1,21,3
2374,5-1,22,2
2375,5-1,23,1
2376,50-1,0,0
2377,50-1,1,0
2378,50-1,2,0
2379,50-1,3,0
2380,50-1,4,0
2381,50-1,5,0
2382,50-1,6,0
2383,50-1,7,1
2384,50-1,8,0
2385,50-1,9,1
2386,50-1,10,1
2387,50-1,11,1
2388,50-1,12,2
2389,50-1,13,2
2390,50-1,14,2
2391,50-1,15,3
2392,50-1,16,3
2393,50-1,17,3
2394,50-1,18,4
2395,50-1,19,4
2396,50-1,20,4
2397,50-1,21,3
2398,50-1,22,2
2399,50-1,23,0
2400,51-1,0,3
2401,51-1,1,4
2402,51-1,2,4
2403,51-1,3,4
2404,51-1,4,4
2405,51-1,5,4
2406,51-1,6,4
2407,51-1,7,5
2408,51-1,8,5
2409,51-1,9,11
2410,51-1,10,15
2411,51-1,11,16
2412,51-1,12,11
2413,51-1,13,6
2414,51-1,14,6
2415,51-1,15,7
2416,51-1,16,7
2417,51-1,17,6
2418,51-1,18,6
2419,51-1,19,5
2420,51-1,20,4
2421,51-1,21,4
2422,51-1,22,4
2423,51-1,23,4
2424,51-2,0,0
2425,51-2,1,0
2426,51-2,2,0
2427,51-2,3,0
2428,51-2,4,0
2429,51-2,5,0
2430,51-2,6,0
2431,51-2,7,1
2432,51-2,8,3
2433,51-2,9,4
2434,51-2,10,3
2435,51-2,11,2
2436,51-2,12,1
2437,51-2,13,1
2438,51-2,14,1
2439,51-2,15,0
2440,51-2,16,1
2441,51-2,17,1
2442,51-2,18,0
2443,51-2,19,0
2444,51-2,20,0
2445,51-2,21,0
2446,51-2,22,0
2447,51-2,23,0
2448,52-0,0,0
2449,52-0,1,0
2450,52-0,2,0
2451,52-0,3,0
2452,52-0,4,0
2453,52-0,5,0
2454,52-0,6,0
2455,52-0,7,0
2456,52-0,8,0
2457,52-0,9,0
2458,52-0,10,0
2459,52-0,11,1
2460,52-0,12,0
2461,52-0,13,0
2462,52-0,14,1
2463,52-0,15,1
2464,52-0,16,1
2465,52-0,17,0
2466,52-0,18,0
2467,52-0,19,0
2468,52-0,20,0
2469,52-0,21,0
2470,52-0,22,0
2471,52-0,23,0
2472,52-1,0,3
2473,52-1,1,4
2474,52-1,2,4
2475,52-1,3,4
2476,52-1,4,4
2477,52-1,5,4
2478,52-1,6,4
2479,52-1,7,9
2480,52-1,8,21
2481,52-1,9,29
2482,52-1,10,31
2483,52-1,11,32
2484,52-1,12,26
2485,52-1,13,19
2486,52-1,14,13
2487,52-1,15,12
2488,52-1,16,12
2489,52-1,17,12
2490,52-1,18,13
2491,52-1,19,11
2492,52-1,20,4
2493,52-1,21,4
2494,52-1,22,4
2495,52-1,23,4
2496,52-2,0,7
2497,52-2,1,9
2498,52-2,2,9
2499,52-2,3,9
2500,52-2,4,9
2501,52-2,5,9
2502,52-2,6,9
2503,52-2,7,14
2504,52-2,8,30
2505,52-2,9,45
2506,52-2,10,54
2507,52-2,11,52
2508,52-2,12,35
2509,52-2,13,24
2510,52-2,14,18
2511,52-2,15,14
2512,52-2,16,15
2513,52-2,17,16
2514,52-2,18,17
2515,52-2,19,18
2516,52-2,20,9
2517,52-2,21,9
2518,52-2,22,9
2519,52-2,23,9
2520,52-3,0,4
2521,52-3,1,5
2522,52-3,2,5
2523,52-3,3,5
2524,52-3,4,5
2525,52-3,5,5
2526,52-3,6,5
2527,52-3,7,14
2528,52-3,8,22
2529,52-3,9,27
2530,52-3,10,22
2531,52-3,11,22
2532,52-3,12,17
2533,52-3,13,11
2534,52-3,14,9
2535,52-3,15,5
2536,52-3,16,5
2537,52-3,17,5
2538,52-3,18,5
2539,52-3,19,5
2540,52-3,20,5
2541,52-3,21,5
2542,52-3,22,5
2543,52-3,23,5
2544,52-4,0,3
2545,52-4,1,3
2546,52-4,2,3
2547,52-4,3,3
2548,52-4,4,3
2549,52-4,5,3
2550,52-4,6,5
2551,52-4,7,14
2552,52-4,8,19
2553,52-4,9,14
2554,52-4,10,11
2555,52-4,11,10
2556,52-4,12,7
2557,52-4,13,6
2558,52-4,14,9
2559,52-4,15,9
2560,52-4,16,6
2561,52-4,17,4
2562,52-4,18,4
2563,52-4,19,3
2564,52-4,20,3
2565,52-4,21,3
2566,52-4,22,3
2567,52-4,23,3
2568,53-1,0,16
2569,53-1,1,19
2570,53-1,2,19
2571,53-1,3,19
2572,53-1,4,19
2573,53-1,5,19
2574,53-1,6,21
2575,53-1,7,26
2576,53-1,8,28
2577,53-1,9,46
2578,53-1,10,56
2579,53-1,11,60
2580,53-1,12,52
2581,53-1,13,45
2582,53-1,14,36
2583,53-1,15,28
2584,53-1,16,26
2585,53-1,17,31
2586,53-1,18,33
2587,53-1,19,19
2588,53-1,20,19
2589,53-1,21,19
2590,53-1,22,19
2591,53-1,23,19
2592,53-2,0,3
2593,53-2,1,3
2594,53-2,2,3
2595,53-2,3,3
2596,53-2,4,3
2597,53-2,5,3
2598,53-2,6,4
2599,53-2,7,4
2600,53-2,8,3
2601,53-2,9,6
2602,53-2,10,8
2603,53-2,11,8
2604,53-2,12,10
2605,53-2,13,9
2606,53-2,14,5
2607,53-2,15,4
2608,53-2,16,4
2609,53-2,17,5
2610,53-2,18,5
2611,53-2,19,3
2612,53-2,20,3
2613,53-2,21,3
2614,53-2,22,3
2615,53-2,23,3
2616,54-1,0,8
2617,54-1,1,10
2618,54-1,2,6
2619,54-1,3,3
2620,54-1,4,2
2621,54-1,5,1
2622,54-1,6,0
2623,54-1,7,4
2624,54-1,8,13
2625,54-1,9,18
2626,54-1,10,19
2627,54-1,11,19
2628,54-1,12,16
2629,54-1,13,13
2630,54-1,14,11
2631,54-1,15,10
2632,54-1,16,12
2633,54-1,17,13
2634,54-1,18,13
2635,54-1,19,13
2636,54-1,20,12
2637,54-1,21,11
2638,54-1,22,10
2639,54-1,23,11
2640,54-2,0,7
2641,54-2,1,9
2642,54-2,2,4
2643,54-2,3,2
2644,54-2,4,1
2645,54-2,5,1
2646,54-2,6,1
2647,54-2,7,1
2648,54-2,8,3
2649,54-2,9,4
2650,54-2,10,5
2651,54-2,11,6
2652,54-2,12,6
2653,54-2,13,4
2654,54-2,14,3
2655,54-2,15,4
2656,54-2,16,4
2657,54-2,17,3
2658,54-2,18,3
2659,54-2,19,5
2660,54-2,20,7
2661,54-2,21,8
2662,54-2,22,10
2663,54-2,23,12
2664,54-3,0,3
2665,54-3,1,4
2666,54-3,2,4
2667,54-3,3,4
2668,54-3,4,4
2669,54-3,5,4
2670,54-3,6,4
2671,54-3,7,5
2672,54-3,8,3
2673,54-3,9,5
2674,54-3,10,6
2675,54-3,11,11
2676,54-3,12,12
2677,54-3,13,9
2678,54-3,14,9
2679,54-3,15,10
2680,54-3,16,16
2681,54-3,17,23
2682,54-3,18,25
2683,54-3,19,18
2684,54-3,20,11
2685,54-3,21,8
2686,54-3,22,8
2687,54-3,23,4
2688,55-1,0,0
2689,55-1,1,0
2690,55-1,2,0
2691,55-1,3,0
2692,55-1,4,0
2693,55-1,5,0
2694,55-1,6,1
2695,55-1,7,1
2696,55-1,8,0
2697,55-1,9,0
2698,55-1,10,1
2699,55-1,11,1
2700,55-1,12,1
2701,55-1,13,1
2702,55-1,14,0
2703,55-1,15,0
2704,55-1,16,0
2705,55-1,17,1
2706,55-1,18,0
2707,55-1,19,0
2708,55-1,20,1
2709,55-1,21,1
2710,55-1,22,0
2711,55-1,23,0
2712,55-2,0,0
2713,55-2,1,1
2714,55-2,2,1
2715,55-2,3,1
2716,55-2,4,1
2717,55-2,5,1
2718,55-2,6,1
2719,55-2,7,1
2720,55-2,8,1
2721,55-2,9,2
2722,55-2,10,4
2723,55-2,11,5
2724,55-2,12,4
2725,55-2,13,3
2726,55-2,14,4
2727,55-2,15,4
2728,55-2,16,3
2729,55-2,17,1
2730,55-2,18,3
2731,55-2,19,4
2732,55-2,20,4
2733,55-2,21,2
2734,55-2,22,1
2735,55-2,23,1
2736,56-G,0,1
2737,56-G,1,1
2738,56-G,2,1
2739,56-G,3,1
2740,56-G,4,1
2741,56-G,5,1
2742,56-G,6,1
2743,56-G,7,1
2744,56-G,8,1
2745,56-G,9,1
2746,56-G,10,1
2747,56-G,11,1
2748,56-G,12,1
2749,56-G,13,1
2750,56-G,14,1
2751,56-G,15,1
2752,56-G,16,3
2753,56-G,17,4
2754,56-G,18,5
2755,56-G,19,5
2756,56-G,20,4
2757,56-G,21,3
2758,56-G,22,1
2759,56-G,23,1
2760,56-T,0,3
2761,56-T,1,3
2762,56-T,2,3
2763,56-T,3,3
2764,56-T,4,3
2765,56-T,5,3
2766,56-T,6,3
2767,56-T,7,3
2768,56-T,8,4
2769,56-T,9,5
2770,56-T,10,4
2771,56-T,11,4
2772,56-T,12,4
2773,56-T,13,5
2774,56-T,14,5
2775,56-T,15,5
2776,56-T,16,5
2777,56-T,17,5
2778,56-T,18,6
2779,56-T,19,5
2780,56-T,20,4
2781,56-T,21,5
2782,56-T,22,3
2783,56-T,23,3
2784,57-1,0,6
2785,57-1,1,7
2786,57-1,2,7
2787,57-1,3,7
2788,57-1,4,7
2789,57-1,5,7
2790,57-1,6,9
2791,57-1,7,12
2792,57-1,8,13
2793,57-1,9,19
2794,57-1,10,25
2795,57-1,11,29
2796,57-1,12,26
2797,57-1,13,18
2798,57-1,14,14
2799,57-1,15,10
2800,57-1,16,10
2801,57-1,17,12
2802,57-1,18,12
2803,57-1,19,7
2804,57-1,20,7
2805,57-1,21,7
2806,57-1,22,7
2807,57-1,23,7
2808,57-2,0,4
2809,57-2,1,5
2810,57-2,2,5
2811,57-2,3,5
2812,57-2,4,5
2813,57-2,5,5
2814,57-2,6,7
2815,57-2,7,9
2816,57-2,8,10
2817,57-2,9,17
2818,57-2,10,22
2819,57-2,11,21
2820,57-2,12,18
2821,57-2,13,17
2822,57-2,14,13
2823,57-2,15,10
2824,57-2,16,9
2825,57-2,17,8
2826,57-2,18,7
2827,57-2,19,5
2828,57-2,20,5
2829,57-2,21,5
2830,57-2,22,5
2831,57-2,23,5
2832,58-1,0,11
2833,58-1,1,13
2834,58-1,2,13
2835,58-1,3,13
2836,58-1,4,13
2837,58-1,5,13
2838,58-1,6,13
2839,58-1,7,22
2840,58-1,8,41
2841,58-1,9,50
2842,58-1,10,45
2843,58-1,11,40
2844,58-1,12,34
2845,58-1,13,31
2846,58-1,14,24
2847,58-1,15,16
2848,58-1,16,14
2849,58-1,17,15
2850,58-1,18,20
2851,58-1,19,23
2852,58-1,20,25
2853,58-1,21,26
2854,58-1,22,13
2855,58-1,23,13
2856,58-2,0,20
2857,58-2,1,24
2858,58-2,2,24
2859,58-2,3,24
2860,58-2,4,24
2861,58-2,5,24
2862,58-2,6,24
2863,58-2,7,37
2864,58-2,8,66
2865,58-2,9,71
2866,58-2,10,69
2867,58-2,11,70
2868,58-2,12,59
2869,58-2,13,54
2870,58-2,14,48
2871,58-2,15,41
2872,58-2,16,43
2873,58-2,17,42
2874,58-2,18,45
2875,58-2,19,52
2876,58-2,20,56
2877,58-2,21,56
2878,58-2,22,24
2879,58-2,23,24
2880,58-3,0,6
2881,58-3,1,7
2882,58-3,2,7
2883,58-3,3,7
2884,58-3,4,7
2885,58-3,5,7
2886,58-3,6,7
2887,58-3,7,9
2888,58-3,8,14
2889,58-3,9,13
2890,58-3,10,12
2891,58-3,11,14
2892,58-3,12,13
2893,58-3,13,7
2894,58-3,14,4
2895,58-3,15,4
2896,58-3,16,4
2897,58-3,17,5
2898,58-3,18,8
2899,58-3,19,10
2900,58-3,20,12
2901,58-3,21,12
2902,58-3,22,7
2903,58-3,23,7
2904,58-4,0,0
2905,58-4,1,0
2906,58-4,2,0
2907,58-4,3,0
2908,58-4,4,0
2909,58-4,5,0
2910,58-4,6,0
2911,58-4,7,0
2912,58-4,8,0
2913,58-4,9,0
2914,58-4,10,0
2915,58-4,11,0
2916,58-4,12,0
2917,58-4,13,0
2918,58-4,14,0
2919,58-4,15,0
2920,58-4,16,0
2921,58-4,17,0
2922,58-4,18,0
2923,58-4,19,1
2924,58-4,20,1
2925,58-4,21,0
2926,58-4,22,0
2927,58-4,23,0
2928,58-6,0,1
2929,58-6,1,2
2930,58-6,2,2
2931,58-6,3,2
2932,58-6,4,2
2933,58-6,5,2
2934,58-6,6,2
2935,58-6,7,6
2936,58-6,8,9
2937,58-6,9,14
2938,58-6,10,16
2939,58-6,11,19
2940,58-6,12,18
2941,58-6,13,14
2942,58-6,14,15
2943,58-6,15,16
2944,58-6,16,18
2945,58-6,17,22
2946,58-6,18,25
2947,58-6,19,21
2948,58-6,20,13
2949,58-6,21,6
2950,58-6,22,2
2951,58-6,23,2
2952,58-7,0,0
2953,58-7,1,0
2954,58-7,2,0
2955,58-7,3,0
2956,58-7,4,0
2957,58-7,5,0
2958,58-7,6,0
2959,58-7,7,0
2960,58-7,8,1
2961,58-7,9,1
2962,58-7,10,0
2963,58-7,11,1
2964,58-7,12,1
2965,58-7,13,1
2966,58-7,14,1
2967,58-7,15,1
2968,58-7,16,1
2969,58-7,17,0
2970,58-7,18,0
2971,58-7,19,1
2972,58-7,20,1
2973,58-7,21,1
2974,58-7,22,0
2975,58-7,23,0
2976,59-1,0,69
2977,59-1,1,83
2978,59-1,2,83
2979,59-1,3,83
2980,59-1,4,83
2981,59-1,5,83
2982,59-1,6,141
2983,59-1,7,231
2984,59-1,8,279
2985,59-1,9,315
2986,59-1,10,363
2987,59-1,11,394
2988,59-1,12,378
2989,59-1,13,327
2990,59-1,14,268
2991,59-1,15,217
2992,59-1,16,221
2993,59-1,17,225
2994,59-1,18,221
2995,59-1,19,212
2996,59-1,20,211
2997,59-1,21,170
2998,59-1,22,83
2999,59-1,23,83
3000,59-1A,0,0
3001,59-1A,1,0
3002,59-1A,2,0
3003,59-1A,3,0
3004,59-1A,4,0
3005,59-1A,5,0
3006,59-1A,6,0
3007,59-1A,7,0
3008,59-1A,8,0
3009,59-1A,9,0
3010,59-1A,10,0
3011,59-1A,11,0
3012,59-1A,12,0
3013,59-1A,13,0
3014,59-1A,14,0
3015,59-1A,15,0
3016,59-1A,16,0
3017,59-1A,17,0
3018,59-1A,18,1
3019,59-1A,19,1
3020,59-1A,20,2
3021,59-1A,21,2
3022,59-1A,22,1
3023,59-1A,23,0
3024,59-2,0,4
3025,59-2,1,5
3026,59-2,2,5
3027,59-2,3,5
3028,59-2,4,5
3029,59-2,5,5
3030,59-2,6,9
3031,59-2,7,14
3032,59-2,8,24
3033,59-2,9,28
3034,59-2,10,26
3035,59-2,11,27
3036,59-2,12,20
3037,59-2,13,14
3038,59-2,14,16
3039,59-2,15,14
3040,59-2,16,16
3041,59-2,17,16
3042,59-2,18,10
3043,59-2,19,8
3044,59-2,20,5
3045,59-2,21,5
3046,59-2,22,5
3047,59-2,23,5
3048,59-2A,0,135
3049,59-2A,1,162
3050,59-2A,2,162
3051,59-2A,3,162
3052,59-2A,4,162
3053,59-2A,5,162
3054,59-2A,6,237
3055,59-2A,7,358
3056,59-2A,8,424
3057,59-2A,9,503
3058,59-2A,10,582
3059,59-2A,11,620
3060,59-2A,12,615
3061,59-2A,13,563
3062,59-2A,14,475
3063,59-2A,15,380
3064,59-2A,16,364
3065,59-2A,17,377
3066,59-2A,18,368
3067,59-2A,19,306
3068,59-2A,20,162
3069,59-2A,21,162
3070,59-2A,22,162
3071,59-2A,23,162
3072,59-3,0,48
3073,59-3,1,58
3074,59-3,2,58
3075,59-3,3,58
3076,59-3,4,58
3077,59-3,5,58
3078,59-3,6,84
3079,59-3,7,135
3080,59-3,8,169
3081,59-3,9,199
3082,59-3,10,225
3083,59-3,11,217
3084,59-3,12,196
3085,59-3,13,160
3086,59-3,14,131
3087,59-3,15,102
3088,59-3,16,103
3089,59-3,17,112
3090,59-3,18,114
3091,59-3,19,100
3092,59-3,20,58
3093,59-3,21,58
3094,59-3,22,58
3095,59-3,23,58
3096,59-4.1,0,0
3097,59-4.1,1,0
3098,59-4.1,2,0
3099,59-4.1,3,0
3100,59-4.1,4,0
3101,59-4.1,5,0
3102,59-4.1,6,2
3103,59-4.1,7,5
3104,59-4.1,8,12
3105,59-4.1,9,14
3106,59-4.1,10,16
3107,59-4.1,11,20
3108,59-4.1,12,21
3109,59-4.1,13,22
3110,59-4.1,14,23
3111,59-4.1,15,23
3112,59-4.1,16,23
3113,59-4.1,17,0
3114,59-4.1,18,0
3115,59-4.1,19,0
3116,59-4.1,20,0
3117,59-4.1,21,0
3118,59-4.1,22,0
3119,59-4.1,23,0
3120,59-4.2,0,0
3121,59-4.2,1,0
3122,59-4.2,2,0
3123,59-4.2,3,0
3124,59-4.2,4,0
3125,59-4.2,5,0
3126,59-4.2,6,14
3127,59-4.2,7,36
3128,59-4.2,8,52
3129,59-4.2,9,63
3130,59-4.2,10,69
3131,59-4.2,11,75
3132,59-4.2,12,79
3133,59-4.2,13,83
3134,59-4.2,14,86
3135,59-4.2,15,89
3136,59-4.2,16,93
3137,59-4.2,17,96
3138,59-4.2,18,100
3139,59-4.2,19,101
3140,59-4.2,20,101
3141,59-4.2,21,0
3142,59-4.2,22,0
3143,59-4.2,23,0
3144,59-4C,0,0
3145,59-4C,1,0
3146,59-4C,2,0
3147,59-4C,3,0
3148,59-4C,4,0
3149,59-4C,5,0
3150,59-4C,6,26
3151,59-4C,7,55
3152,59-4C,8,70
3153,59-4C,9,78
3154,59-4C,10,83
3155,59-4C,11,88
3156,59-4C,12,91
3157,59-4C,13,96
3158,59-4C,14,99
3159,59-4C,15,102
3160,59-4C,16,105
3161,59-4C,17,108
3162,59-4C,18,111
3163,59-4C,19,111
3164,59-4C,20,0
3165,59-4C,21,0
3166,59-4C,22,0
3167,59-4C,23,0
3168,6-0,0,0
3169,6-0,1,0
3170,6-0,2,0
3171,6-0,3,0
3172,6-0,4,0
3173,6-0,5,0
3174,6-0,6,0
3175,6-0,7,0
3176,6-0,8,1
3177,6-0,9,0
3178,6-0,10,0
3179,6-0,11,0
3180,6-0,12,1
3181,6-0,13,1
3182,6-0,14,1
3183,6-0,15,0
3184,6-0,16,1
3185,6-0,17,1
3186,6-0,18,0
3187,6-0,19,0
3188,6-0,20,0
3189,6-0,21,0
3190,6-0,22,0
3191,6-0,23,0
3192,6-1,0,5
3193,6-1,1,6
3194,6-1,2,6
3195,6-1,3,6
3196,6-1,4,6
3197,6-1,5,6
3198,6-1,6,8
3199,6-1,7,12
3200,6-1,8,10
3201,6-1,9,12
3202,6-1,10,15
3203,6-1,11,13
3204,6-1,12,12
3205,6-1,13,12
3206,6-1,14,10
3207,6-1,15,10
3208,6-1,16,9
3209,6-1,17,9
3210,6-1,18,11
3211,6-1,19,16
3212,6-1,20,21
3213,6-1,21,24
3214,6-1,22,20
3215,6-1,23,6
3216,7-1,0,2
3217,7-1,1,3
3218,7-1,2,3
3219,7-1,3,3
3220,7-1,4,3
3221,7-1,5,3
3222,7-1,6,5
3223,7-1,7,11
3224,7-1,8,30
3225,7-1,9,49
3226,7-1,10,59
3227,7-1,11,59
3228,7-1,12,49
3229,7-1,13,35
3230,7-1,14,21
3231,7-1,15,20
3232,7-1,16,16
3233,7-1,17,10
3234,7-1,18,7
3235,7-1,19,3
3236,7-1,20,3
3237,7-1,21,3
3238,7-1,22,3
3239,7-1,23,3
3240,7-2,0,2
3241,7-2,1,3
3242,7-2,2,3
3243,7-2,3,3
3244,7-2,4,3
3245,7-2,5,3
3246,7-2,6,4
3247,7-2,7,8
3248,7-2,8,19
3249,7-2,9,31
3250,7-2,10,38
3251,7-2,11,35
3252,7-2,12,26
3253,7-2,13,21
3254,7-2,14,13
3255,7-2,15,10
3256,7-2,16,8
3257,7-2,17,6
3258,7-2,18,5
3259,7-2,19,3
3260,7-2,20,3
3261,7-2,21,3
3262,7-2,22,3
3263,7-2,23,3
3264,8-1,0,3
3265,8-1,1,3
3266,8-1,2,3
3267,8-1,3,3
3268,8-1,4,3
3269,8-1,5,3
3270,8-1,6,4
3271,8-1,7,6
3272,8-1,8,6
3273,8-1,9,7
3274,8-1,10,7
3275,8-1,11,8
3276,8-1,12,7
3277,8-1,13,8
3278,8-1,14,8
3279,8-1,15,10
3280,8-1,16,12
3281,8-1,17,13
3282,8-1,18,13
3283,8-1,19,13
3284,8-1,20,12
3285,8-1,21,12
3286,8-1,22,9
3287,8-1,23,3
3288,8-2,0,4
3289,8-2,1,5
3290,8-2,2,5
3291,8-2,3,5
3292,8-2,4,5
3293,8-2,5,5
3294,8-2,6,6
3295,8-2,7,9
3296,8-2,8,9
3297,8-2,9,13
3298,8-2,10,20
3299,8-2,11,24
3300,8-2,12,22
3301,8-2,13,22
3302,8-2,14,22
3303,8-2,15,21
3304,8-2,16,25
3305,8-2,17,31
3306,8-2,18,33
3307,8-2,19,29
3308,8-2,20,22
3309,8-2,21,16
3310,8-2,22,11
3311,8-2,23,5
3312,8-3,0,0
3313,8-3,1,0
3314,8-3,2,0
3315,8-3,3,0
3316,8-3,4,0
3317,8-3,5,0
3318,8-3,6,0
3319,8-3,7,0
3320,8-3,8,3
3321,8-3,9,5
3322,8-3,10,6
3323,8-3,11,6
3324,8-3,12,4
3325,8-3,13,4
3326,8-3,14,4
3327,8-3,15,2
3328,8-3,16,3
3329,8-3,17,4
3330,8-3,18,4
3331,8-3,19,5
3332,8-3,20,7
3333,8-3,21,7
3334,8-3,22,5
3335,8-3,23,2
3336,9-1,0,0
3337,9-1,1,0
3338,9-1,2,0
3339,9-1,3,0
3340,9-1,4,0
3341,9-1,5,0
3342,9-1,6,0
3343,9-1,7,0
3344,9-1,8,1
3345,9-1,9,2
3346,9-1,10,2
3347,9-1,11,2
3348,9-1,12,2
3349,9-1,13,1
3350,9-1,14,0
3351,9-1,15,0
3352,9-1,16,0
3353,9-1,17,0
3354,9-1,18,0
3355,9-1,19,0
3356,9-1,20,0
3357,9-1,21,0
3358,9-1,22,0
3359,9-1,23,0
3360,9-2,0,0
3361,9-2,1,0
3362,9-2,2,0
3363,9-2,3,0
3364,9-2,4,0
3365,9-2,5,0
3366,9-2,6,0
3367,9-2,7,0
3368,9-2,8,0
3369,9-2,9,0
3370,9-2,10,1
3371,9-2,11,1
3372,9-2,12,0
3373,9-2,13,0
3374,9-2,14,0
3375,9-2,15,0
3376,9-2,16,0
3377,9-2,17,0
3378,9-2,18,0
3379,9-2,19,0
3380,9-2,20,0
3381,9-2,21,0
3382,9-2,22,0
3383,9-2,23,0
